Filament,Productionline,Manufacturer,Model,Source,PrintTempFirstLayer (ºC),PrintTempOtherLayers (ºC),BedTempFrstLay (ºC),BedTempOthLay (ºC),EnclTempFrstLay (ºC),EnclTempOthLay (ºC),ExtrMultiplier,PressAdvaEnab,PressAdv,SmthTime,Cooling,FanSpeedMin,FanSpeedMax,BridgesFanSpeed,ChamberAuxFanSpd,DisFanFirstLayers,FllFanSpeedAt,MaxVolSpeed (mm^3/s),RetrLengt (mm),RetrSpd (mm/s),DeRetrtSpd (mm/s),RecommSpsMax (mm/s),RecommSpsMax
Priline,Carbon Fiber PLA,AnkerMake,M5C,Review,262,252,257,247,217,187,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Rainbow PLA (Multi-Color PLA),Anycubic,Kobra 2,Review,262,252,258,248,218,188,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Flex TPU,Anycubic,Kobra 2 Max,Review,262,252,260,250,219,188,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Glitter PLA,Anycubic,Kobra 2 Neo,Review,263,253,261,251,220,189,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Copper PLA,Anycubic,Kobra 2 Plus,Review,263,253,262,252,221,190,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Priline,Bronze PLA,Anycubic,Kobra 2 Pro,Review,263,253,263,253,222,191,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,T-Glase (PETT),COMGROW,T500,Review,263,253,264,254,223,192,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,Bridge (Nylon),Creality,CR-10 Max,Review,264,254,265,255,224,193,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,Alloy 910 (Nylon),Creality,CR-10 SE,Review,264,254,266,256,225,194,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,n-vent (PETT),Creality,CR-10 Smart Pro,Review,264,254,268,258,226,194,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,Guidel!ne (Nylon),Creality,CR-200B Pro,Review,264,254,269,259,227,195,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,PCTPE (TPE),Creality,CR-3040 Pro,Review,265,255,270,260,228,196,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,680 FDA Nylon,Creality,CR-5 Pro High-​Temp,Review,265,255,271,261,229,197,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,TECH-G (PETT),Creality,CR-​M4,Review,265,255,272,262,230,198,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,Tritan (Copolyester),Creality,CR-10 V3,Review,265,255,273,263,231,199,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,n-vent T (High-Strength PETT),Creality,CR-10 Max,Review,266,256,274,264,232,200,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,T-Lyne (PETT),Creality,CR-10 SE,Review,266,256,276,266,233,200,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,CarbonX Carbon Fiber PETG,Creality,CR-10 Smart Pro,Review,266,256,277,267,234,201,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,ESD-Safe PETG,Creality,CR-200B Pro,Review,266,256,278,268,235,202,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PLA,Creality,CR-3040 Pro,Review,267,257,279,269,236,203,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PETG,Creality,CR-5 Pro High-​Temp,Review,267,257,280,270,237,204,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro ABS,Creality,CR-​M4,Review,267,257,281,271,238,205,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro HIPS,Elegoo,Neptune 3 Max,Review,267,257,283,273,239,205,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PPSU (Polyphenylsulfone),Elegoo,Neptune 3 Plus,Review,268,258,284,274,240,206,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PEEK (Polyether Ether Ketone),Elegoo,Neptune 3 Pro,Review,268,258,285,275,241,207,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber ABS,Elegoo,Neptune 4,Review,268,258,286,276,242,208,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber Nylon,Elegoo,Neptune 4 Max,Review,268,258,287,277,243,209,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber PETG,Elegoo,Neptune 4 Plus,Review,268,258,288,278,244,210,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber Polycarbonate,Elegoo,Neptune 4 Pro,Review,269,259,289,279,245,211,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber PPSU,FlashForge,Adventurer 3,Review,269,259,291,281,246,211,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber PEEK,FlashForge,Adventurer 3 Pro,Review,269,259,292,282,247,212,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro HTN (High-Temperature Nylon),FlashForge,Adventurer 4,Review,269,259,293,283,248,213,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro HIPS Carbon Fiber,FlashForge,Adventurer 4 Pro,Review,270,260,294,284,249,214,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PEEK Carbon Fiber,FlashForge,Creator 3 Pro,Review,270,260,295,285,250,215,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PEEK CF30 (Carbon Fiber Filled PEEK),FlashForge,Guider 3,Review,270,260,296,286,251,216,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PEEK CF20 (Carbon Fiber Filled PEEK),FLSUN,Super Racer,Review,270,260,298,288,252,216,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PEEK GF30 (Glass Fiber Filled PEEK),FLSUN,V400,Review,271,261,299,289,253,217,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,PLA (Polylactic Acid),FLSUN,Q5,Review,271,261,300,290,254,218,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,ABS (Acrylonitrile Butadiene Styrene),LDO Motors,Voron 2.4 300,Review,271,261,301,291,255,219,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,PETG (Polyethylene Terephthalate Glycol),LDO Motors,Voron 2.4 350,Review,271,261,302,292,256,220,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,ASA (Acrylonitrile Styrene Acrylate),LDO Motors,Voron Trident 250,Review,272,262,303,293,257,221,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,CPE (Co-Polyester),LDO Motors,Voron Trident 300,Review,272,262,304,294,258,222,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,CPE HG100 (High-Gloss Co-Polyester),LDO Motors,Voron V0-S1,Review,272,262,306,296,259,222,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Nylon FX256,LDO Motors,Voron V0.2-S1,Review,272,262,307,297,260,223,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Timberfill (Wood-Infused PLA),MINGDA,Magician Max,Review,273,263,308,298,261,224,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Vertigo Grey (High-Heat PLA),MINGDA,Magician Pro,Review,273,263,309,299,262,225,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Rapunzel Silver (High-Heat PLA),MINGDA,Magician X2,Review,273,263,310,300,263,226,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Crystal Clear (Clear PLA),Qidi Tech,i-Fast,Review,273,263,311,301,264,227,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Flexfill 98A (Flexible TPU),Qidi Tech,X-CF Pro,Review,274,264,312,302,265,228,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,PP (Polypropylene),Qidi Tech,X-Max 3,Review,274,264,314,304,266,228,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,PC-ABS (Polycarbonate-ABS Blend),Qidi Tech,X-Plus 3,Review,274,264,315,305,267,229,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,PVA (Polyvinyl Alcohol),Qidi Tech,X-Smart 3,Review,274,264,316,306,268,230,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Standard PLA (Polylactic Acid),Snapmaker,Artisan,Review,275,265,317,307,269,231,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Pro PLA (PLA+),Snapmaker,Artisan 3D Drucker,Review,275,265,318,308,270,232,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Workday PLA (High-Performance PLA),Snapmaker,J1,Review,275,265,319,309,271,233,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Industrial PLA,Snapmaker,J1s,Review,275,265,321,311,272,233,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Advanced PLA,Snapmaker,Snapmaker 2.0,Review,276,266,322,312,273,234,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Biome3D PLA (Biodegradable PLA),Snapmaker,SV01 Pro,Review,276,266,324,314,275,236,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Pro PLA v3,Sovol,SV04,Review,276,266,325,315,276,237,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,HydroSupport (Water-Soluble Support Material),Sovol,SV06,Review,276,266,326,316,277,238,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,PETG (Polyethylene Terephthalate Glycol),Sovol,SV06 Plus,Review,277,267,327,317,278,239,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Algae-Fuel PLA (Algae-Infused PLA),Sovol,SV07,Review,277,267,329,319,279,239,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Entwined Hemp PLA (Hemp-Infused PLA),Zortrax,M200 Plus,Review,277,267,330,320,280,240,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Wound Up Coffee PLA (Coffee-Infused PLA),Zortrax,M300 Dual,Review,277,267,331,321,281,241,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Beer PLA (Beer-Infused PLA),Ultimaker,Ultimaker S5 Pro Bundle,Review,278,268,332,322,282,242,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Buzzed Beer Filament (Beer-Infused PLA),Ultimaker,Ultimaker S5,Review,278,268,333,323,283,243,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Beer Filament (Beer-Infused PLA),Ultimaker,Ultimaker S3,Review,278,268,334,324,284,244,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Landfillament (Recycled PLA),Ultimaker,Ultimaker 2+ Connect,Review,278,268,336,326,285,244,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Industrial R-PETG (Recycled PETG),Ultimaker,Ultimaker 2 Extended+,Review,279,269,337,327,286,245,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Glass Filled PLA (Glass Fiber-Infused PLA),Ultimaker,Ultimaker 2+,Review,279,269,338,328,287,246,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Workday ABS (Acrylonitrile Butadiene Styrene),Ultimaker,Ultimaker Original+,Review,279,269,339,329,288,247,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Workday PETG (Polyethylene Terephthalate Glycol),Ultimaker,Ultimaker 3,Review,279,269,340,330,289,248,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PLA (Polylactic Acid),Prusa,Original Prusa i3 MK3,Review,280,270,341,331,290,249,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,ABS (Acrylonitrile Butadiene Styrene),Prusa,Original Prusa i3 MK3S,Review,280,270,342,332,291,250,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PETG (Polyethylene Terephthalate Glycol),Prusa,Original Prusa i3 MK3S+,Review,280,270,344,334,292,250,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,TPU (Thermoplastic Polyurethane),Prusa,Original Prusa Mini,Review,280,270,345,335,293,251,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PA (Nylon),Prusa,Original Prusa i3 MK2,Review,281,271,346,336,294,252,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,HIPS (High Impact Polystyrene),Prusa,Original Prusa i3 MK2S,Review,281,271,347,337,295,253,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PVA (Polyvinyl Alcohol),Prusa,Original Prusa i3 MK2.5,Review,281,271,348,338,296,254,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PC (Polycarbonate),AnkerMake,M5,Review,281,271,349,339,297,255,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,ASA (Acrylonitrile Styrene Acrylate),AnkerMake,M5C,Review,282,272,350,340,298,256,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PP (Polypropylene),Anycubic,Kobra 2,Review,282,272,352,342,299,256,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PEI (Polyetherimide),Anycubic,Kobra 2 Max,Review,282,272,353,343,300,257,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PPSU (Polyphenylsulfone),Anycubic,Kobra 2 Neo,Review,282,272,354,344,301,258,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PC-ABS (Polycarbonate-ABS Blend),Anycubic,Kobra 2 Plus,Review,283,273,355,345,302,259,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,Wood PLA (Wood-Infused PLA),Anycubic,Kobra 2 Pro,Review,283,273,356,346,303,260,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PETG-CF20 (Carbon Fiber-Infused PETG),COMGROW,T500,Review,283,273,357,347,304,261,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-ABS (Acrylonitrile Butadiene Styrene),Creality,CR-10 Max,Review,283,273,359,349,305,261,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-PLA (Polylactic Acid),Creality,CR-10 SE,Review,284,274,360,350,306,262,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-PETG (Polyethylene Terephthalate Glycol),Creality,CR-10 Smart Pro,Review,284,274,361,351,307,263,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-ASA Pro (Acrylonitrile Styrene Acrylate),Creality,CR-200B Pro,Review,284,274,362,352,308,264,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-SEMIFLEX (Semi-Flexible TPU),Creality,CR-3040 Pro,Review,284,274,363,353,309,265,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-ULTRAT (High-Performance ABS),Creality,CR-5 Pro High-​Temp,Review,284,274,364,354,310,266,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-GLASS (Glass Fiber-Infused PETG),Creality,CR-​M4,Review,285,275,365,355,311,267,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-HIPS (High Impact Polystyrene),Creality,CR-10 V3,Review,285,275,367,357,312,267,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-NYLON (Nylon),Creality,CR-10 Max,Review,285,275,368,358,313,268,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-PCABS (Polycarbonate-ABS Blend),Creality,CR-10 SE,Review,285,275,369,359,314,269,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-PETG Filament for Inkspire (Resin for Zortrax Inkspire 3D Printer),Creality,CR-10 Smart Pro,Review,286,276,370,360,315,270,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Standard Resin,Creality,CR-200B Pro,Review,286,276,371,361,316,271,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Tough Resin,Creality,CR-3040 Pro,Review,286,276,372,362,317,272,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Flexible Resin,Creality,CR-5 Pro High-​Temp,Review,286,276,374,364,318,272,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Durable Resin,Creality,CR-​M4,Review,287,277,375,365,319,273,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,High Temp Resin,Elegoo,Neptune 3 Max,Review,287,277,376,366,320,274,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Dental SG Resin,Elegoo,Neptune 3 Plus,Review,287,277,377,367,321,275,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Dental LT Clear Resin,Elegoo,Neptune 3 Pro,Review,287,277,378,368,322,276,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Dental Model Resin,Elegoo,Neptune 4,Review,288,278,379,369,323,277,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Dental Model Resin (Color),Elegoo,Neptune 4 Max,Review,288,278,380,370,324,278,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Surgical Guide Resin,Elegoo,Neptune 4 Plus,Review,288,278,382,372,325,278,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Castable Wax Resin,Elegoo,Neptune 4 Pro,Review,288,278,383,373,326,279,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Castable Resin,FlashForge,Adventurer 3,Review,289,279,384,374,327,280,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Rigid Resin,FlashForge,Adventurer 3 Pro,Review,289,279,385,375,328,281,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Grey Pro Resin,FlashForge,Adventurer 4,Review,289,279,386,376,329,282,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Clear Resin,FlashForge,Adventurer 4 Pro,Review,289,279,387,377,330,283,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Black Resin,FlashForge,Creator 3 Pro,Review,290,280,388,378,331,284,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,White Resin,FlashForge,Guider 3,Review,290,280,390,380,332,284,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Color Kit (for Color Mixing),FLSUN,Super Racer,Review,290,280,391,381,333,285,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Elastic Resin,FLSUN,V400,Review,290,280,392,382,334,286,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,High Temp V2 Resin,FLSUN,Q5,Review,291,281,393,383,335,287,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,PLA Filament,LDO Motors,Voron 2.4 300,Review,291,281,394,384,336,288,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,ECO-ABS Filament,LDO Motors,Voron 2.4 350,Review,291,281,395,385,337,289,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,PETG Filament,LDO Motors,Voron Trident 250,Review,291,281,397,387,338,289,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,Nylon Filament,LDO Motors,Voron Trident 300,Review,292,282,398,388,339,290,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,HIPS Filament,LDO Motors,Voron V0-S1,Review,292,282,399,389,340,291,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,PVA Filament,LDO Motors,Voron V0.2-S1,Review,292,282,400,390,341,292,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaFlex,TPU,MINGDA,Magician Max,Review,292,282,401,391,342,293,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaFlex,Cheetah TPU,MINGDA,Magician Pro,Review,292,282,402,392,343,294,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaFlex,Armadillo TPU,MINGDA,Magician X2,Review,293,283,403,393,344,295,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaFlex,Eel TPU,Qidi Tech,i-Fast,Review,293,283,405,395,345,295,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaFlex,SemiFlex TPU,Qidi Tech,X-CF Pro,Review,293,283,406,396,346,296,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,NINJAFLEX TPU,Qidi Tech,X-Max 3,Review,293,283,407,397,347,297,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-RIGID,Qidi Tech,X-Plus 3,Review,294,284,408,398,348,298,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-FLEX,Qidi Tech,X-Smart 3,Review,294,284,409,399,349,299,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-COPPER,Snapmaker,Artisan,Review,294,284,410,400,350,300,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-PLA,Snapmaker,Artisan 3D Drucker,Review,294,284,412,402,351,300,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-PC,Snapmaker,J1,Review,295,285,413,403,352,301,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-PA,Snapmaker,J1s,Review,295,285,414,404,353,302,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-CASE,Snapmaker,Snapmaker 2.0,Review,295,285,415,405,354,303,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-LASTO,Snapmaker,SV01 Pro,Review,295,285,416,406,355,304,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-ABS,Sovol,SV04,Review,296,286,417,407,356,305,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-HIPS,Sovol,SV06,Review,296,286,418,408,357,306,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-CARBON,Sovol,SV06 Plus,Review,296,286,420,410,358,306,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-GOLD,Sovol,SV07,Review,296,286,421,411,359,307,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PLA,Zortrax,M200 Plus,Review,297,287,422,412,360,308,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,ABS,Zortrax,M300 Dual,Review,297,287,423,413,361,309,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PETG,Ultimaker,Ultimaker S5 Pro Bundle,Review,297,287,424,414,362,310,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,Flexible TPU,Ultimaker,Ultimaker S5,Review,297,287,425,415,363,311,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,Wood PLA,Ultimaker,Ultimaker S3,Review,298,288,426,416,364,312,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,Marble PLA,Ultimaker,Ultimaker 2+ Connect,Review,298,288,428,418,365,312,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PVA,Ultimaker,Ultimaker 2 Extended+,Review,298,288,429,419,366,313,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,HIPS,Ultimaker,Ultimaker 2+,Review,298,288,430,420,367,314,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PC,Ultimaker,Ultimaker Original+,Review,299,289,431,421,368,315,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PCTG,Ultimaker,Ultimaker 3,Review,299,289,432,422,369,316,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PETG Carbon Fiber,Prusa,Original Prusa i3 MK3,Review,299,289,433,423,370,317,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,ABS Carbon Fiber,Prusa,Original Prusa i3 MK3S,Review,299,289,435,425,371,317,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,PLA,Prusa,Original Prusa i3 MK3S+,Review,300,290,436,426,372,318,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,ABS,Prusa,Original Prusa Mini,Review,300,290,437,427,373,319,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
